Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Báo cáo & Dashboard,AMS-75,10331,Epic,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:18 AM,14/Jan/26 9:19 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,dark_grey,0|i0012n:,,,,,,,,,To Do,14/Jan/26 9:18 AM
Kiểm thử Hồi quy (Regression),AMS-74,10330,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:24 AM,,,,0,Chạy toàn bộ Cypress Suite. Xuất Report Coverage.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0012f:,,,,,,10332,AMS-76,Kiểm thử Chung (General QA),To Do,14/Jan/26 9:17 AM
Kiểm thử Hiệu năng (Load Test),AMS-73,10328,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:23 AM,,,,0,JMeter API Check-in/Search với 50+ Concurrent Users.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00127:,,,,,,10332,AMS-76,Kiểm thử Chung (General QA),To Do,14/Jan/26 9:16 AM
Kiểm thử E2E Hiển thị,AMS-72,10326,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:23 AM,,,,0,Verify UI bảng công hiển thị đúng màu sắc/con số.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0011z:,,,,,,10332,AMS-76,Kiểm thử Chung (General QA),To Do,14/Jan/26 9:16 AM
Review Code & Coverage,AMS-71,10324,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:23 AM,,,,0,Review module Xếp ca (Logic phức tạp).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0011r:,,,,,,10332,AMS-76,Kiểm thử Chung (General QA),To Do,14/Jan/26 9:16 AM
Kiểm thử Tải (Stress Test),AMS-70,10322,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:23 AM,,,,0,Script gửi 1000 frames/phút check Memory Leak.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0011j:,,,,,,10332,AMS-76,Kiểm thử Chung (General QA),To Do,14/Jan/26 9:16 AM
Viết Manual Test Case,AMS-69,10320,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:23 AM,,,,0,Test Case cho Auth & Org (Review Business Logic).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0011b:,,,,,,10332,AMS-76,Kiểm thử Chung (General QA),To Do,14/Jan/26 9:16 AM
Widget Log Realtime,AMS-68,10318,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:22 AM,,,,0,Hiển thị Log chấm công Realtime (Socket) trên Dashboard.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00113:,,,,,,10331,AMS-75,Báo cáo & Dashboard,To Do,14/Jan/26 9:16 AM
Biểu đồ Phân tích (Charts),AMS-67,10316,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:16 AM,15/Jan/26 8:22 AM,,,,0,"Chart.js cho Manager. Widget cảnh báo (HĐ, Sinh nhật).",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0010v:,,,,,,10331,AMS-75,Báo cáo & Dashboard,To Do,14/Jan/26 9:16 AM
Kiểm thử E2E Quy trình Lương,AMS-61,10304,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:15 AM,15/Jan/26 8:28 AM,,,,0,Cypress: Chốt công -> Tính lương -> Xuất phiếu -> Check Email.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000zj:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:15 AM
Unit Test Logic Tài chính,AMS-60,10302,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:15 AM,15/Jan/26 8:26 AM,,,,0,Kiểm tra tính toán tiền (Không sai số dù chỉ 1 đồng).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000zb:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:15 AM
Dashboard Quản lý Lương,AMS-59,10300,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:14 AM,15/Jan/26 8:26 AM,,,,0,Bảng lương tổng hợp. Filter/Search. Export & Email Payslip.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000z3:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:14 AM
UI Nhập liệu KPI,AMS-58,10298,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:14 AM,15/Jan/26 8:26 AM,,,,0,Cho Manager nhập điểm KPI/Bonus cuối tháng.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000yv:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:14 AM
Form Quản lý Đơn từ,AMS-52,10286,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:17 PM,,,,0,Manager tạo đơn vắng/nghỉ thay cho nhân viên.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000xj:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
UI Lịch làm việc (Calendar),AMS-51,10284,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:17 PM,,,,0,Calendar View. Drag & Drop nhân viên vào ca.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000xb:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
UI Cấu hình Ca làm việc,AMS-50,10282,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:17 PM,,,,0,Cài đặt thông số ca & tham số chấm công.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000x3:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
Giao diện Máy chấm công,AMS-49,10280,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,19/Jan/26 8:17 AM,,,,0,"Fullscreen, Streaming Camera, Vẽ Box nhận diện.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000wv:,,,,,,10335,AMS-79,Hệ thống nhận diện khuôn mặt,To Do,14/Jan/26 9:12 AM
Tính toán Vi phạm & OT,AMS-48,10278,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:16 PM,,,,0,"Tính phút đi muộn, Giờ OT (hệ số). Unit Test > 80%.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000wn:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
Batch Job Tính công (Attendance),AMS-47,10276,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:15 PM,,,,0,Ghép Log sạch + Ca làm việc + Đơn từ => Bảng công chuẩn.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000wf:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
Quản lý Đơn từ (Request),AMS-46,10274,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:15 PM,,,,0,"CRUD Đơn nghỉ, OT. Logic tính phép năm còn lại.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000w7:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
Logic Phân ca & Xếp lịch,AMS-45,10272,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:15 PM,,,,0,Phân ca tự động/thủ công. Check trùng ca (Conflict).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000vz:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
Quản lý Ca làm việc (Shifts),AMS-44,10270,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:12 AM,14/Jan/26 4:15 PM,,,,0,"CRUD Ca làm việc (Giờ vào/ra, Break time, Dung sai).",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000vr:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 9:12 AM
Kiểm thử E2E Luồng Nhân sự,AMS-31,10244,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:04 AM,14/Jan/26 4:13 PM,,,,0,Cypress: Thêm nhân viên -> Import Excel -> Check DB.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000sv:,,,,,,10210,AMS-13,Quản lý Nhân sự (HRM),To Do,14/Jan/26 9:04 AM
Xây dựng UI Danh sách Nhân viên,AMS-29,10240,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:03 AM,14/Jan/26 4:13 PM,16/Jan/26 11:18 PM,,,0,Giao diện Grid/Filter. Form tạo mới nhiều Tab.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000sf:,,,,,,10210,AMS-13,Quản lý Nhân sự (HRM),To Do,14/Jan/26 9:03 AM
Phát triển Module Hồ sơ Nhân viên,AMS-27,10236,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:03 AM,20/Jan/26 10:05 AM,,,,0,"CRUD Nhân viên full info (Hợp đồng, Bảo hiểm, Lương cơ bản). Unit Test > 70%.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000rz:,,,3.0,,,10210,AMS-13,Quản lý Nhân sự (HRM),To Do,14/Jan/26 9:03 AM
Kiểm thử E2E Module Xác thực,AMS-26,10234,Task,In Progress,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:02 AM,20/Jan/26 10:12 AM,20/Jan/26 9:24 AM,,,0,"Code Cypress Script: Login thành công/thất bại, Check phân quyền.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000ry:m,,,1.0,,,10209,AMS-12,Quản trị Hệ thống (Core),In Progress,20/Jan/26 9:15 AM
Xây dựng UI Đăng nhập & Tổ chức,AMS-25,10232,Task,In Progress,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:02 AM,20/Jan/26 9:15 AM,16/Jan/26 11:18 PM,,,0,UI Đăng nhập & Quản lý sơ đồ tổ chức hiển thị dạng cây (Tree View).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000r2:r,AMS Sprint 2,,3.0,,,10209,AMS-12,Quản trị Hệ thống (Core),In Progress,20/Jan/26 9:15 AM
Xây dựng Layout Admin Dashboard,AMS-24,10230,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:02 AM,18/Jan/26 11:20 PM,18/Jan/26 11:20 PM,18/Jan/26 11:20 PM,,0,"Layout Admin: Sidebar, Header, Breadcrumb, Responsive design.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:i2,AMS Sprint 1,,3.0,,,10209,AMS-12,Quản trị Hệ thống (Core),Done,18/Jan/26 11:20 PM
Phát triển Module Tổ chức,AMS-23,10228,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:02 AM,20/Jan/26 10:09 AM,,,,0,"CRUD Phòng ban, Chức vụ (Parent-Child). Unit Test Coverage > 70%.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000ry:r,,,3.0,,,10209,AMS-12,Quản trị Hệ thống (Core),To Do,14/Jan/26 9:02 AM
Phát triển Module Xác thực,AMS-22,10226,Task,In Progress,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:02 AM,20/Jan/26 10:08 AM,20/Jan/26 9:22 AM,,,0,"API Login (JWT), Refresh Token, Logout. Middleware phân quyền (Admin/Manager).",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qv:,AMS Sprint 2,,5.0,,,10209,AMS-12,Quản trị Hệ thống (Core),In Progress,20/Jan/26 9:13 AM
Thiết kế Cấu trúc Database (ERD),AMS-21,10224,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:01 AM,18/Jan/26 11:19 PM,18/Jan/26 11:21 PM,18/Jan/26 11:19 PM,,0,"Thiết kế ERD Core: Users, Roles, Departments, Contracts, AttendanceLogs.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:m,AMS Sprint 1,,5.0,,,10209,AMS-12,Quản trị Hệ thống (Core),Done,18/Jan/26 11:19 PM
Chuẩn bị tài liệu Dự án,AMS-20,10222,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Huy Tống Khánh,712020:6d381d61-e5ea-4180-9917-61ea812092fc,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:00 AM,20/Jan/26 10:17 AM,18/Jan/26 2:58 PM,18/Jan/26 11:20 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:i4,AMS Sprint 1,,5.0,,,10751,AMS-276,Khởi động dự án ,Done,18/Jan/26 11:20 PM
Chuẩn bị QA và nghiệm thu,AMS-19,10220,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 8:59 AM,18/Jan/26 11:20 PM,17/Jan/26 3:54 PM,18/Jan/26 11:20 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:ii,AMS Sprint 1,,2.0,,,10751,AMS-276,Khởi động dự án ,Done,18/Jan/26 11:20 PM
xác định cấu trúc UI/UX,AMS-18,10218,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 8:58 AM,20/Jan/26 10:18 AM,16/Jan/26 7:33 AM,18/Jan/26 11:19 PM,,0,Config CI pipeline: Chặn Merge Request nếu Code Coverage < 70%.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:k,AMS Sprint 1,,3.0,,,10751,AMS-276,Khởi động dự án ,Done,18/Jan/26 11:19 PM
Phân tích yêu cầu xây dựng user story,AMS-17,10216,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 8:57 AM,20/Jan/26 10:18 AM,14/Jan/26 10:55 PM,15/Jan/26 9:49 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:r,AMS Sprint 1,,5.0,,,10751,AMS-276,Khởi động dự án ,Done,15/Jan/26 9:49 PM
Khởi động dự án,AMS-16,10214,Task,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 8:57 AM,15/Jan/26 9:49 PM,18/Jan/26 11:20 PM,15/Jan/26 9:49 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i000qi:i,AMS Sprint 1,,3.0,,,10751,AMS-276,Khởi động dự án ,Done,15/Jan/26 9:49 PM
